DOI	Local ID
doi:10.7910/DVN/JARUS	http://nrs.harvard.edu/urn-3:FHCL:11029583|SecessionfromtheUnion|Holden|MosesSmith,SethClapp,BetsyNewton
doi:10.7910/DVN/SJZWY	http://nrs.harvard.edu/urn-3:FHCL:11029584|SecessionfromtheUnion|Wrentham|TimothyHancock,JaneE.Green,JamesA.White
doi:10.7910/DVN/PZPOJ	http://nrs.harvard.edu/urn-3:FHCL:11029585|SecessionfromtheUnion|Sudbury|IsraelH.Browne,LucyBrowne,SewallHunt
doi:10.7910/DVN/NT5NY	http://nrs.harvard.edu/urn-3:FHCL:11029586|SecessionfromtheUnion|Danvers|JohnCutler,GertrudeBarrett,PeacePage
doi:10.7910/DVN/DUDYW	http://nrs.harvard.edu/urn-3:FHCL:11029587|SecessionfromtheUnion|Leominster|HiramWithington,LydiaL.Walker,MaryS.Howe
doi:10.7910/DVN/KJZMX	http://nrs.harvard.edu/urn-3:FHCL:11029588|SecessionfromtheUnion|Townsend|JohnClement,JosiahBailey,AbigailB.Bartlett
doi:10.7910/DVN/ZZOS7	http://nrs.harvard.edu/urn-3:FHCL:11029589|SecessionfromtheUnion|Cambridge|LeviF.Stone,WilliamFarwell,HannahE.Moore
doi:10.7910/DVN/BDCOT	http://nrs.harvard.edu/urn-3:FHCL:11029590|SecessionfromtheUnion|Princeton|MosesH.Mirick,NoahHumphrey,AlbertHowe
doi:10.7910/DVN/XBBXD	http://nrs.harvard.edu/urn-3:FHCL:11029591|SecessionfromtheUnion|Hanson|JobLuther,LucyLuther,SethHarris
doi:10.7910/DVN/H4AEF	http://nrs.harvard.edu/urn-3:FHCL:11029592|SecessionfromtheUnion|Brookfield|EbenezerMerriam,AlfredWhite,JamesP.Barr
doi:10.7910/DVN/ZVYNM	http://nrs.harvard.edu/urn-3:FHCL:11029593|SecessionfromtheUnion|Princeton|JoshuaEverett,WilliamH.Clark,SallyB.Everett
doi:10.7910/DVN/KWUZA	http://nrs.harvard.edu/urn-3:FHCL:11029594|SecessionfromtheUnion|Reading|JonasParker,SarahTemple,RebekahParker
doi:10.7910/DVN/BICCS	http://nrs.harvard.edu/urn-3:FHCL:11029595|SecessionfromtheUnion|Essex|WarrenLane,WilliamBurnham,AbigailBurnham
doi:10.7910/DVN/BU319	http://nrs.harvard.edu/urn-3:FHCL:11029596|SecessionfromtheUnion|Concord|WilliamWhiting,NathanS.Hosmer,HannahWhiting,Louisa
doi:10.7910/DVN/WEW0N	http://nrs.harvard.edu/urn-3:FHCL:11029597|SecessionfromtheUnion|Boston|FrancisJackson,WilliamLloydGarrison,HannahTufts,Jo
doi:10.7910/DVN/RBXBX	http://nrs.harvard.edu/urn-3:FHCL:11029598|SecessionfromtheUnion|Southborough|TrowbridgeBrigham,JohnL.Whiting,MarshallFay
doi:10.7910/DVN/BU3Y0	http://nrs.harvard.edu/urn-3:FHCL:11029599|SecessionfromtheUnion|Stoneham|ReubenLockeJr.,SarahJaneSteward,MariaBrown
doi:10.7910/DVN/YWUNO	http://nrs.harvard.edu/urn-3:FHCL:11029600|SecessionfromtheUnion|Haverhill|BenjaminEmersonII,ElishaHutchinson,WilliamDavis
doi:10.7910/DVN/YOXWB	http://nrs.harvard.edu/urn-3:FHCL:11029601|SecessionfromtheUnion|Hopkinton,Milford|SamuelD.Wales,ThorndikeLeonard,EliphaletBailey
doi:10.7910/DVN/CDNPI	http://nrs.harvard.edu/urn-3:FHCL:11029602|SecessionfromtheUnion|Worcester|CyrusBliss,WillardSanders,SamuelTempleton,GerryVal
doi:10.7910/DVN/XKWGX	http://nrs.harvard.edu/urn-3:FHCL:11029603|SecessionfromtheUnion|Franklin|HenryE.Pond,AbnerUpham,J.ThomasCarter
doi:10.7910/DVN/QNORN	http://nrs.harvard.edu/urn-3:FHCL:11029604|SecessionfromtheUnion|Brimfield|OtisSessions,LucyB.Sessions,BetseyTarbell
doi:10.7910/DVN/F72ZF	http://nrs.harvard.edu/urn-3:FHCL:11029605|SecessionfromtheUnion|Sunderland|MosesHubbard,MarthaHubbard,JaneP.Whitmore
doi:10.7910/DVN/MXTFJ	http://nrs.harvard.edu/urn-3:FHCL:11029606|SecessionfromtheUnion|WestCambridge|JohnSchouler,MaryC.Fisk,JosephL.Perry
doi:10.7910/DVN/HWQKS	http://nrs.harvard.edu/urn-3:FHCL:11029607|SecessionfromtheUnion|Dedham|ReubenTaylor,S.C.Watson,A.N.Austin
doi:10.7910/DVN/0RLDB	http://nrs.harvard.edu/urn-3:FHCL:11029608|SecessionfromtheUnion|Foxborough|SpencerHodges,EstherP.Hodges,SanfordRobinson
doi:10.7910/DVN/WIOIP	http://nrs.harvard.edu/urn-3:FHCL:11029609|SecessionfromtheUnion|Upton|CharlesGladding,HarrietL.Carpenter,PollyD.Bradish
doi:10.7910/DVN/4RNMY	http://nrs.harvard.edu/urn-3:FHCL:11005502|Foralawtopreventandpunishkidnapping|Boston|S.G.Howe[SamuelGridleyHowe?],SamuelMay,WalterChann
doi:10.7910/DVN/A0IIR	http://nrs.harvard.edu/urn-3:FHCL:11005503|AgainstaidfortheMexicanWar|Marlborough|JaberS.Witherbee,LauraBrigham,AldenBrigham
doi:10.7910/DVN/BHJJF	http://nrs.harvard.edu/urn-3:FHCL:11029610|AgainstaidfortheMexicanWar|Concord|MinotPratt,RuthEmerson,SarahSnow,LouisaWhiting,Bar
doi:10.7910/DVN/4MTOU	http://nrs.harvard.edu/urn-3:FHCL:11029611|AgainstaidfortheMexicanWar|Boston|SamuelMay,TheodoreParker,ElizaH.Taft,CharlesK.Whip
doi:10.7910/DVN/FVPOB	http://nrs.harvard.edu/urn-3:FHCL:11029612|AgainstaidfortheMexicanWar|Kingston|ZephaniahWillis,JosephHolmes,ThomasRussell
doi:10.7910/DVN/CM114	http://nrs.harvard.edu/urn-3:FHCL:11029613|SupportfortheMexicanWar|Westfield|HomerHolland,GeorgeSackett,OrvilleRoot
doi:10.7910/DVN/3BT4Q	http://nrs.harvard.edu/urn-3:FHCL:11029614|SupportfortheMexicanWar|Marlborough|DanielPope,WilliamChamberlain,StedmanArnold
doi:10.7910/DVN/HNRM5	http://nrs.harvard.edu/urn-3:FHCL:11029615|SupportfortheMexicanWar|Charlestown|FrancesH.Joy,EdwardB.Davis,ColburnBurnell
doi:10.7910/DVN/VUHHM	http://nrs.harvard.edu/urn-3:FHCL:11029616|SupportfortheMexicanWar|Boston|JohnC.Derby,WilliamBeals,VincentNiles,RobertWier
doi:10.7910/DVN/KI9MI	http://nrs.harvard.edu/urn-3:FHCL:11029617|AgainstaidfortheMexicanWar|Plymouth|JamesKendall,WilliamS.Russell,CharlesMay
doi:10.7910/DVN/WA2TL	http://nrs.harvard.edu/urn-3:FHCL:11029618|SupportfortheMexicanWar|Newburyport|BenjaminHale,JosephJohnson,JamesMorrill
doi:10.7910/DVN/BUXEZ	http://nrs.harvard.edu/urn-3:FHCL:11029619|SupportfortheMexicanWar|Weymouth|GeorgeWhite,RobertHunt,EdmundThomas
doi:10.7910/DVN/8PW1L	http://nrs.harvard.edu/urn-3:FHCL:11029620|SupportfortheMexicanWar|Charlestown|WilliamSawyer,MorrisKelley,JohnSanborn
doi:10.7910/DVN/QVADC	http://nrs.harvard.edu/urn-3:FHCL:11029621|AgainstaidfortheMexicanWar|Chelsea|FrancisB.Fay,JamesP.Hurley,WilliamO.Haskell
doi:10.7910/DVN/WWCVN	http://nrs.harvard.edu/urn-3:FHCL:11029622|SupportfortheMexicanWar|Newburyport|ThomasA.Staples,ThomasMiddleton,JohnSullivan
doi:10.7910/DVN/NPSEC	http://nrs.harvard.edu/urn-3:FHCL:11005504|SecessionfromtheUnion|Boston|WendellPhillips,HenryI.Bowditch,WilliamLloydGarris
doi:10.7910/DVN/FIAFK	http://nrs.harvard.edu/urn-3:FHCL:11029623|SecessionfromtheUnion|Gloucester|SamuelL.Young,JoshuaTucker,CharlesLangsford
doi:10.7910/DVN/ZVTHK	http://nrs.harvard.edu/urn-3:FHCL:11029624|SecessionfromtheUnion|Newburyport|RichardPlumer,WilliamAshby,JohnPage
doi:10.7910/DVN/RL1GN	http://nrs.harvard.edu/urn-3:FHCL:11029625|SecessionfromtheUnion|WestCambridge|JohnSchouler,MaryC.Fisk,DavidDodge
doi:10.7910/DVN/NA38D	http://nrs.harvard.edu/urn-3:FHCL:11029626|SecessionfromtheUnion|Reading|ReubenWeston,ClarissaWeston,RebekahParker
doi:10.7910/DVN/PQVLV	http://nrs.harvard.edu/urn-3:FHCL:11029627|SecessionfromtheUnion|Massachusetts|D.B.Morey,LoringMoody,ReubenH.Ober,FranklinWilliam
doi:10.7910/DVN/GLG4S	http://nrs.harvard.edu/urn-3:FHCL:11029628|SecessionfromtheUnion|Holden|MosesSmith,AnnaSmith,NewellBartlett
doi:10.7910/DVN/SEEE8	http://nrs.harvard.edu/urn-3:FHCL:11029629|SecessionfromtheUnion|Southborough|MosesSawin,JohnChamberlain,MaryB.M.Sawin
doi:10.7910/DVN/LVVGQ	http://nrs.harvard.edu/urn-3:FHCL:11029630|SecessionfromtheUnion|WestBrookfield|EbenezerMerriam,WilliamSpooner,LucyStone
doi:10.7910/DVN/N00CH	http://nrs.harvard.edu/urn-3:FHCL:11029631|SecessionfromtheUnion|Northampton|SamuelL.Hill,AustinRoss,FrancisRosbrook,ElishaHamm
doi:10.7910/DVN/6YGZC	http://nrs.harvard.edu/urn-3:FHCL:11029632|SecessionfromtheUnion|Upton|A.C.Norcross,WilliamAlexander,LemuelMorse
doi:10.7910/DVN/YQDLE	http://nrs.harvard.edu/urn-3:FHCL:11029633|SecessionfromtheUnion|NorthBridgewater|WilliamWhiting,PriscillaWhiting,BetseyF.Holmes
doi:10.7910/DVN/QZH2G	http://nrs.harvard.edu/urn-3:FHCL:11029634|Againstwar|Salem|JohnP.Andrews
doi:10.7910/DVN/MPDM3	http://nrs.harvard.edu/urn-3:FHCL:11029635|SecessionfromtheUnion|Norton|JamesO.Messinger,StillmanSmith,AdolphusD.Hunt
doi:10.7910/DVN/YIO6Z	http://nrs.harvard.edu/urn-3:FHCL:11029636|SecessionfromtheUnion|Bridgewater|JamesHarlow,EdwardConant,LewisHolmes
doi:10.7910/DVN/OMNEF	http://nrs.harvard.edu/urn-3:FHCL:11029637|SecessionfromtheUnion|Randolph|GilmoreWhite,IsaacWest,ElijahB.Goodwin
doi:10.7910/DVN/DTRCC	http://nrs.harvard.edu/urn-3:FHCL:11029638|SecessionfromtheUnion|Plymouth|IchabodMorton,BourneSpooner,BetseyMorton
doi:10.7910/DVN/FA89R	http://nrs.harvard.edu/urn-3:FHCL:11029639|SecessionfromtheUnion|Abington|ElbridgeSprague,BetseySprague,JosiahCushing
doi:10.7910/DVN/8DJYI	http://nrs.harvard.edu/urn-3:FHCL:11029640|SecessionfromtheUnion|Easton|EliphaletS.Howard,JosephRipley,LewisS.Keith
doi:10.7910/DVN/B8WRO	http://nrs.harvard.edu/urn-3:FHCL:11029641|SecessionfromtheUnion|Fitchburg|BenjaminSnowJr.,CyrusA.Robinson,CharlesSylvester
doi:10.7910/DVN/DV9TG	http://nrs.harvard.edu/urn-3:FHCL:11029642|SecessionfromtheUnion|Waltham|JarvisLewis,RebeccaFarwell,LucyR.Stiles
doi:10.7910/DVN/SAPCD	http://nrs.harvard.edu/urn-3:FHCL:11029643|SecessionfromtheUnion|NewBedford|DanielRicketson,JohnBailey,MaryAnnIsrael,DavidW.Ru
doi:10.7910/DVN/6ZSGD	http://nrs.harvard.edu/urn-3:FHCL:11029644|SecessionfromtheUnion|Lancaster|FrancisF.Hussey,AbbyB.Hussey,MaryH.Moors
doi:10.7910/DVN/4LBK8	http://nrs.harvard.edu/urn-3:FHCL:11029645|SecessionfromtheUnion|Westminster|IraHoar,EdwardR.Carter,SarahW.Hoar
doi:10.7910/DVN/MIXNA	http://nrs.harvard.edu/urn-3:FHCL:11029646|SecessionfromtheUnion|Salem|PhilipChase,DavidMerritt,JohnP.Andrews,CharlesLeno
doi:10.7910/DVN/KCF5V	http://nrs.harvard.edu/urn-3:FHCL:11029647|SecessionfromtheUnion|Hubbardston|JosephRaymond,JonasG.Clark,MosesWaite
doi:10.7910/DVN/K1OOS	http://nrs.harvard.edu/urn-3:FHCL:11029648|SecessionfromtheUnion|Concord|WilliamWhiting,FrancisBigelow,SamuelBarrett,SarahW
doi:10.7910/DVN/EWEFB	http://nrs.harvard.edu/urn-3:FHCL:11029649|SecessionfromtheUnion|Weymouth|MaryWeston,CarolineWeston,AnneWarrenWeston,William
doi:10.7910/DVN/ANHDI	http://nrs.harvard.edu/urn-3:FHCL:11029650|SecessionfromtheUnion|Stoneham|LeviD.Smith,HannahG.Smith,EmmaRichardson
doi:10.7910/DVN/PKHUN	http://nrs.harvard.edu/urn-3:FHCL:11029651|SecessionfromtheUnion|Harwich|ElkanahNickersonJr.,JoshuaG.Chase,NancyC.Berry
doi:10.7910/DVN/VBMML	http://nrs.harvard.edu/urn-3:FHCL:11029652|SecessionfromtheUnion|Nantucket|IsaacAustin,WesleyBerry,MaryBerry,JohnBarber,AnnBa
doi:10.7910/DVN/MCICY	http://nrs.harvard.edu/urn-3:FHCL:11029653|SecessionfromtheUnion|Braintree|EliphazThayer,JonathanHunt,JonathanHayward
doi:10.7910/DVN/UPKUY	http://nrs.harvard.edu/urn-3:FHCL:11029654|SecessionfromtheUnion|Warren|J.H.Crane,SamuelDodd,MaryAnnBlair
doi:10.7910/DVN/RLRFO	http://nrs.harvard.edu/urn-3:FHCL:11029655|SecessionfromtheUnion|Danvers|EliF.Burnham,JohnPrince,GertrudeBarrett
doi:10.7910/DVN/B6OPQ	http://nrs.harvard.edu/urn-3:FHCL:11029656|SecessionfromtheUnion|Leominster|JonathanDrake,FrancesH.Drake,HannahC.Field
doi:10.7910/DVN/RAL93	http://nrs.harvard.edu/urn-3:FHCL:11029657|SecessionfromtheUnion|Scituate|DavidTorrey,JoshuaJames,LutherTilden
doi:10.7910/DVN/ZYLID	http://nrs.harvard.edu/urn-3:FHCL:11029658|SecessionfromtheUnion|Upton|DavidB.Bill,PollyD.Bradish,BetsyBrooks
doi:10.7910/DVN/8XBRK	http://nrs.harvard.edu/urn-3:FHCL:11029659|SecessionfromtheUnion|Andover|WilliamPoor,LeonardShattuck,MaryF.Shattuck
doi:10.7910/DVN/QBQOZ	http://nrs.harvard.edu/urn-3:FHCL:11029660|SecessionfromtheUnion|Lawrence|WillardRussell,WilliamHayward,ThomasFreeman
doi:10.7910/DVN/CG9WO	http://nrs.harvard.edu/urn-3:FHCL:11029661|SecessionfromtheUnion|Cambridge|StillmanLothrop,NathanielSnow,AdelineFuller
doi:10.7910/DVN/PTFMX	http://nrs.harvard.edu/urn-3:FHCL:11029662|SecessionfromtheUnion|EastBridgewater|JacobLeonard,SidneyPackard,HannahLeonard
doi:10.7910/DVN/VPN6F	http://nrs.harvard.edu/urn-3:FHCL:11029663|SecessionfromtheUnion|Raynham|ArtemasWoodward,EnochB.Wilbur,MaryL.Wilbur
doi:10.7910/DVN/KRSP4	http://nrs.harvard.edu/urn-3:FHCL:13448127|Abolitionofcapitalpunishment|Hancock|RufusL.Mason,GeorgeClark,CharlesB.Wells
doi:10.7910/DVN/4B6QF	http://nrs.harvard.edu/urn-3:FHCL:13481426|Abolitionofcapitalpunishment|Hingham|JoshuaWilder,JosephJacobs,MatildaFuller
doi:10.7910/DVN/CS3QL	http://nrs.harvard.edu/urn-3:FHCL:13481427|Abolitionofcapitalpunishment|Massachusetts|J.H.Crane,LutherPierce,EliJohnson
doi:10.7910/DVN/PI607	http://nrs.harvard.edu/urn-3:FHCL:13481428|Abolitionofcapitalpunishment|Massachusetts|WendellPhillips,AnnG.Phillips,MaryG.Chapman,Debora
doi:10.7910/DVN/YJYCA	http://nrs.harvard.edu/urn-3:FHCL:13481429|Abolitionofcapitalpunishment|Massachusetts|JonathanDrake,FrancesH.Drake,SalmonWillardJr.,Will
doi:10.7910/DVN/1RICI	http://nrs.harvard.edu/urn-3:FHCL:13481430|Abolitionofcapitalpunishment|Massachusetts|E.W.Clap,AsaPetts,EllisAllen,SarahA.Crawford,Marth
doi:10.7910/DVN/007GT	http://nrs.harvard.edu/urn-3:FHCL:13481431|Abolitionofcapitalpunishment|Wilbraham|L.B.Bliss,JohnCarpenter,ElishaBurr
doi:10.7910/DVN/AKSZE	http://nrs.harvard.edu/urn-3:FHCL:13481432|Abolitionofcapitalpunishment|Massachusetts|E.A.Smith,J.A.Adams,FideliaAdams,S.A.Coburn,HenryT
doi:10.7910/DVN/XGBG1	http://nrs.harvard.edu/urn-3:FHCL:13481433|Abolitionofcapitalpunishment|Wrentham|EdwardC.Rogers,EliabThompson,LydiaC.Rogers,HannahB
doi:10.7910/DVN/AUJOO	http://nrs.harvard.edu/urn-3:FHCL:13481434|Abolitionofcapitalpunishment|Wrentham|HenryE.Pond,AlonzoL.Ware,MarcusBarren,LeviBlake
doi:10.7910/DVN/OSLWA	http://nrs.harvard.edu/urn-3:FHCL:13481435|Abolitionofcapitalpunishment|Kingston|NoahPrince,PelegSimmons,MariaPrince,HannahCook,Bet
doi:10.7910/DVN/QL3YJ	http://nrs.harvard.edu/urn-3:FHCL:11005505|Treatmentofcitizensinotherstates|Boston|GeorgeW.F.Mellen,WilliamHall,NathanCrowell,GeorgeK
doi:10.7910/DVN/QOJDJ	http://nrs.harvard.edu/urn-3:FHCL:13448128|SupportfortheMexicanWar|Chatham|HenryBates,ZenasNickerson,JoshuaBearse,ZebedeeHamm
doi:10.7910/DVN/2ZKVJ	http://nrs.harvard.edu/urn-3:FHCL:13448926|Abolitionofcapitalpunishment|Boston|RobertRantoulJr.,JamesRice,CharlesMayo,WilliamWhit
doi:10.7910/DVN/S3U6G	http://nrs.harvard.edu/urn-3:FHCL:13481436|Abolitionofcapitalpunishment|Dennis|DavidP.Howes,NathanClark,HannahH.Howes,MarthaSears
doi:10.7910/DVN/ASROC	http://nrs.harvard.edu/urn-3:FHCL:13481437|Abolitionofcapitalpunishment|Boylston|JohnT.Cotton,JonahBall,CharlesAndrews,BetseyAndrew
doi:10.7910/DVN/74YNB	http://nrs.harvard.edu/urn-3:FHCL:13481438|Abolitionofcapitalpunishment|Belchertown|JohnS.Green,MartinBrigham,SusanHitchcock
doi:10.7910/DVN/BRYJ4	http://nrs.harvard.edu/urn-3:FHCL:13481439|Abolitionofcapitalpunishment|Edgartown|LeavittThaxter,CalebThaxter,IvoryLucas,SethClevela
doi:10.7910/DVN/G5HLD	http://nrs.harvard.edu/urn-3:FHCL:13481440|Abolitionofcapitalpunishment|Boxborough|WilliamWilliston,CephasHoar,SusannaWilliston,JaneB
doi:10.7910/DVN/6AQVG	http://nrs.harvard.edu/urn-3:FHCL:13481441|Abolitionofcapitalpunishment|Lancaster|FrancisF.Hussey,A.B.Hussey,HenryLincoln,WilderThur
doi:10.7910/DVN/0Z1NR	http://nrs.harvard.edu/urn-3:FHCL:13481442|Abolitionofcapitalpunishment|Duxbury|JosiahMoore,JamesRitchie,AndrewStetson,MariaF.Moor
doi:10.7910/DVN/X86WY	http://nrs.harvard.edu/urn-3:FHCL:13481443|Abolitionofcapitalpunishment|Dartmouth|WilliamCummings,WilliamHowland,SusanPackard,Willia
doi:10.7910/DVN/4PCFJ	http://nrs.harvard.edu/urn-3:FHCL:13481444|Abolitionofcapitalpunishment|Fairhaven|JosephDavis,AmosRogers,JohnBunker,MaryTompkins,Lyd
doi:10.7910/DVN/BKCNR	http://nrs.harvard.edu/urn-3:FHCL:13481445|Abolitionofcapitalpunishment|Sandwich|GeorgeGiddings,DavidFreeman,CharlesBelcher,Bethiah
doi:10.7910/DVN/WBU0Q	http://nrs.harvard.edu/urn-3:FHCL:13481446|Abolitionofcapitalpunishment|Westfield|JohnJ.Bassett,BenjaminF.Ogden,FrancisFowley,HenryM
doi:10.7910/DVN/4AHTK	http://nrs.harvard.edu/urn-3:FHCL:13481447|Abolitionofcapitalpunishment|Dartmouth|CharlesTucker,PardonWing,HannahWood,OtisSlocum,Reb
doi:10.7910/DVN/5NAGW	http://nrs.harvard.edu/urn-3:FHCL:13481448|Abolitionofcapitalpunishment|Berlin|LewisH.Barnard,AddisonG.Smith,DanielH.Carter,Eveli
doi:10.7910/DVN/X2XGM	http://nrs.harvard.edu/urn-3:FHCL:13481449|Abolitionofcapitalpunishment|Concord|CyrusStow,FrancisPotter,SethKeith,JohnThoreau,Rufu
doi:10.7910/DVN/VHZTA	http://nrs.harvard.edu/urn-3:FHCL:13481450|Abolitionofcapitalpunishment|Andover|EatonGreen,HarrietDavis,MaryPratt,MatthewMarshall
doi:10.7910/DVN/DPDNM	http://nrs.harvard.edu/urn-3:FHCL:13481451|Abolitionofcapitalpunishment|Lexington|CharlesLocke,IsaacDamon,SamuelHendley,LydiaMullike
doi:10.7910/DVN/B8AQR	http://nrs.harvard.edu/urn-3:FHCL:13481452|Abolitionofcapitalpunishment|Leominster|AlvanM.Polley,LutherStone,CharlesB.Hale,JonathanDr
doi:10.7910/DVN/RONUH	http://nrs.harvard.edu/urn-3:FHCL:13481453|Abolitionofcapitalpunishment|Lincoln|GeorgeHowes,WilliamF.Wheeler,PollyHowes
doi:10.7910/DVN/XIT9R	http://nrs.harvard.edu/urn-3:FHCL:13481454|Abolitionofcapitalpunishment|Wilbraham|LutherM.King,MarciusCady,CharlesHancock,LucinaA.Ki
doi:10.7910/DVN/G3R0O	http://nrs.harvard.edu/urn-3:FHCL:13481455|Abolitionofcapitalpunishment|Whately|ChesterBrown,AustinAllis,DorothyBrown,AlvanSanders
doi:10.7910/DVN/JBK4F	http://nrs.harvard.edu/urn-3:FHCL:13481456|Abolitionofcapitalpunishment|Norton|FredericHinckley,SarahHinckley,EuniceSmith,IsaacHa
doi:10.7910/DVN/P7ZE1	http://nrs.harvard.edu/urn-3:FHCL:13481457|Abolitionofcapitalpunishment|Boston|WilliamHenryThayer,ElizaGarnaut,AnneGayne,PhebeGar
doi:10.7910/DVN/WLYK1	http://nrs.harvard.edu/urn-3:FHCL:13481458|Abolitionofcapitalpunishment|Wayland|JohnB.Wight,JamesS.Draper,NabbyA.Draper,DebbyAllen
doi:10.7910/DVN/HDF0C	http://nrs.harvard.edu/urn-3:FHCL:13481459|Abolitionofcapitalpunishment|Dorchester|DavidB.Bartlett,HiramW.Blanchard,EbenezerHaines
doi:10.7910/DVN/4IAC8	http://nrs.harvard.edu/urn-3:FHCL:13481460|Abolitionofcapitalpunishment|Wayland|CalvinH.Saunders,HenryCoggin,GilbertBent,HarrietSa
doi:10.7910/DVN/B1JJJ	http://nrs.harvard.edu/urn-3:FHCL:13481461|Abolitionofcapitalpunishment|Fitchburg|GoodwinWood,BenjaminSnowJr.,WilliamTurner,LymanBak
doi:10.7910/DVN/FHKEP	http://nrs.harvard.edu/urn-3:FHCL:13481462|Abolitionofcapitalpunishment|Upton|J.C.Kent,EzraHolbrook,AngelineKent,JulianaBullard
doi:10.7910/DVN/AEVD9	http://nrs.harvard.edu/urn-3:FHCL:13481463|Abolitionofcapitalpunishment|Beverly|RobertRantoulJr.,WilliamEndicott,JamesW.Stone,Step
doi:10.7910/DVN/XW19W	http://nrs.harvard.edu/urn-3:FHCL:13481464|Abolitionofcapitalpunishment|Amesbury|Z.H.Howe,WilliamNichols,MosesSawyer,FredericSargen
doi:10.7910/DVN/MOR9F	http://nrs.harvard.edu/urn-3:FHCL:13481465|Abolitionofcapitalpunishment|Hardwick|WilliamAnderson,JohnPaige,LucyGranger
doi:10.7910/DVN/BXKPR	http://nrs.harvard.edu/urn-3:FHCL:13481466|Abolitionofcapitalpunishment|Webster|ThomasHill,GeorgeHewes,GeorgeH.Aldrich,DollyGodard
doi:10.7910/DVN/YIALS	http://nrs.harvard.edu/urn-3:FHCL:13481467|Abolitionofcapitalpunishment|Erving|AsaH.Albee,JohnSnowJr.,MatildaEllinwood
doi:10.7910/DVN/RTCHR	http://nrs.harvard.edu/urn-3:FHCL:13481468|Abolitionofcapitalpunishment|Hingham|JoshuaWilder,SethB.Cushing,ReubenTower
doi:10.7910/DVN/CQUZP	http://nrs.harvard.edu/urn-3:FHCL:13481469|Abolitionofcapitalpunishment|Freetown|EarlSampson,SylvanusS.Payne,NicholasHatheway
doi:10.7910/DVN/14U8P	http://nrs.harvard.edu/urn-3:FHCL:13481470|Abolitionofcapitalpunishment|NewBraintree|AmasaBigelow,GeorgeF.Gulliver,NancyWarner,FosterL.
doi:10.7910/DVN/2NG5D	http://nrs.harvard.edu/urn-3:FHCL:13481471|Abolitionofcapitalpunishment|Bellingham|JosephRockwood,EdwardC.Craig,CyrenaRazey,LydiaCush
doi:10.7910/DVN/SDOP0	http://nrs.harvard.edu/urn-3:FHCL:13481472|Abolitionofcapitalpunishment|Athol|JamesS.Fay,JohnH.Humphreys,CatharineCutlin
doi:10.7910/DVN/PG4ZQ	http://nrs.harvard.edu/urn-3:FHCL:13481473|Abolitionofcapitalpunishment|Georgetown|TheodoreG.Elliot,CharlesAdams,JamesCartwright,Tris
doi:10.7910/DVN/ADZNY	http://nrs.harvard.edu/urn-3:FHCL:13481474|Abolitionofcapitalpunishment|Saugus|ThomasSchofield,NathanielMansfield,BenjaminNewhall
doi:10.7910/DVN/1NDEN	http://nrs.harvard.edu/urn-3:FHCL:13481475|Abolitionofcapitalpunishment|Holden|LeonardClark,W.WarrenClapp,B.F.Smith
doi:10.7910/DVN/AQLCY	http://nrs.harvard.edu/urn-3:FHCL:13481476|Abolitionofcapitalpunishment|Reading|OliverSwain,JacobGoning,JohnCampbell,MaryRugg
doi:10.7910/DVN/LY0UB	http://nrs.harvard.edu/urn-3:FHCL:13481477|Abolitionofcapitalpunishment|Rehoboth|DexterPackard,WilliamJ.Drown,SarahPackard,Philenia
doi:10.7910/DVN/YBOSW	http://nrs.harvard.edu/urn-3:FHCL:13481478|Abolitionofcapitalpunishment|Southbridge|ElnathanM.West,LeviBartlett,MaryP.Morse
doi:10.7910/DVN/TJ3LU	http://nrs.harvard.edu/urn-3:FHCL:13481479|Abolitionofcapitalpunishment|Barnstable|ThacherHinckley,OwenBearse,MironP.Lewis,CarolineBe
doi:10.7910/DVN/WV4MS	http://nrs.harvard.edu/urn-3:FHCL:13481480|Abolitionofcapitalpunishment|Eastham|AbijahGill,SamuelNickerson,FreemanD.Morse,JohnPhil
doi:10.7910/DVN/AAT2D	http://nrs.harvard.edu/urn-3:FHCL:13481481|Abolitionofcapitalpunishment|Warren|JohnH.Crane,ClemonsMorris,WilliamD.Cady,FrancesP.M
doi:10.7910/DVN/KCCZS	http://nrs.harvard.edu/urn-3:FHCL:13481482|Abolitionofcapitalpunishment|Halifax|CharlesH.Paine,HenryF.Cobb,LydiaThompson
doi:10.7910/DVN/MX8PM	http://nrs.harvard.edu/urn-3:FHCL:13481483|Abolitionofcapitalpunishment|Blackstone|JamesP.Hayward,RichardBattey,HannahAldrich,AnnaVer
doi:10.7910/DVN/SBKXW	http://nrs.harvard.edu/urn-3:FHCL:13481484|Abolitionofcapitalpunishment|Franklin|BenjaminFrost,HiramNewell,PhiladerS.Gillmor,ElizaF
doi:10.7910/DVN/AOMYA	http://nrs.harvard.edu/urn-3:FHCL:13481485|Abolitionofcapitalpunishment|Westminster|AlfredWyman,JohnWhite,AbbyWyman,AbigailThayer
doi:10.7910/DVN/5XGD2	http://nrs.harvard.edu/urn-3:FHCL:13481486|Abolitionofcapitalpunishment|Bradford|GeorgeHudson,GilmanBurkes,GilbertHardy,LydiaTandy,
doi:10.7910/DVN/PRCFN	http://nrs.harvard.edu/urn-3:FHCL:13481487|Abolitionofcapitalpunishment|Chester|A.B.Stone,JonasParmenter,HarrietteStone,AnnCook
